Date/Time,Latitude,Longitude,Temperature,Humidity,Pressure,Compass,MagX,MagY,MagZ,Pitch,Roll,Yaw,AccelX,AccelY,AccelZ,R,G,B,C,Motion,Temp (Fahrenheit)
2022-01-31 12:21:15,6.833,152.032,32.7,57.5,1013.6,117,-5.4,-10.6,-4.4,0,360,117,0,0,0,29,27,24,84,1,33.44044172
2022-01-31 12:21:20,6.567,152.223,32.9,57.7,1013.6,117.1,-11.7,-21.7,-8.9,0,360,117,0,0,0,29,28,24,85,1,32.738441756
2022-01-31 12:21:25,6.308,152.409,32.7,57.6,1013.6,117.1,-14,-26.1,-11.8,0,360,117,0,0,0,29,28,24,87,1,32.46844172
2022-01-31 12:21:30,6.048,152.595,32.8,58,1013.6,117.2,-14.9,-27.8,-12.2,0,360,117,0,0,0,29,27,24,85,1,32.82844172
2022-01-31 12:21:35,5.789,152.78,32.7,57.8,1013.6,117.2,-15.4,-28.7,-12.4,0,360,117,0,0,0,29,27,24,85,1,32.68444172
2022-01-31 12:21:40,5.529,152.966,32.7,57.5,1013.6,117.3,-15.6,-29.1,-12.4,0,360,117,0,0,0,29,28,24,86,1,32.27044172
2022-01-31 12:21:45,5.269,153.151,32.7,58.7,1013.6,117.3,-14.8,-29.4,-12.8,0,360,117,0,0,0,29,28,24,86,1,32.59444172
2022-01-31 12:21:51,5.009,153.336,32.8,57.6,1013.6,117.3,-14.8,-29.3,-13.1,0,360,117,0,0,0,29,28,24,86,1,34.66444172
2022-01-31 12:21:56,4.75,153.521,32.8,57.7,1013.5,117.3,-14.7,-29.3,-13,0,360,117,0,0,0,29,28,24,85,1,38.8584419
2022-01-31 12:22:01,4.49,153.705,32.7,57.5,1013.5,117.2,-15.3,-29.2,-13.3,0,360,117,0,0,0,29,28,24,86,1,43.37644154
2022-01-31 12:22:06,4.229,153.89,32.9,57.8,1013.6,117.3,-15.7,-29.4,-13.7,0,360,117,0,0,0,29,27,24,85,1,49.2264428
2022-01-31 12:22:11,3.969,154.075,32.8,57.7,1013.6,117.3,-15.7,-29.5,-13.9,0,360,117,0,0,0,29,28,24,85,1,52.9704428
2022-01-31 12:22:16,3.709,154.259,32.8,57.6,1013.5,117.3,-15.5,-29.2,-13.7,0,360,117,0,0,0,29,27,24,85,1,55.922441
2022-01-31 12:22:21,3.449,154.443,32.8,57.7,1013.5,117.4,-15.5,-29.1,-14,0,360,117,0,0,0,29,27,24,85,1,57.812441
2022-01-31 12:22:26,3.189,154.627,32.8,57.5,1013.5,117.4,-15.4,-29.1,-13.9,0,360,117,0,0,0,29,28,24,86,1,58.8204428
2022-01-31 12:22:31,2.928,154.811,32.8,57.8,1013.5,117.4,-15.8,-29.1,-14.1,0,360,117,0,0,0,29,27,24,85,1,58.154441000000006
2022-01-31 12:22:37,2.668,154.995,32.8,57.6,1013.6,117.5,-16.1,-29.2,-14.3,0,360,117,0,0,0,29,27,24,85,1,54.662441
2022-01-31 12:22:42,2.408,155.178,32.7,57.6,1013.6,117.5,-16.3,-29.3,-14.8,0,360,118,0,0,0,29,28,24,86,1,47.624441
2022-01-31 12:22:47,2.148,155.362,32.8,57.6,1013.6,117.6,-16.1,-29.2,-15,0,360,118,0,0,0,29,28,24,85,1,45.51844154
2022-01-31 12:22:52,1.888,155.545,32.8,57.7,1013.6,117.6,-16,-29.1,-15.4,0,360,118,0,0,0,29,28,24,86,1,43.8084419
2022-01-31 12:22:57,1.627,155.729,32.7,57.7,1013.6,117.7,-15.8,-29.4,-15.8,0,360,118,0,0,0,29,28,25,87,1,43.34044154
2022-01-31 12:23:02,1.367,155.912,32.9,57.6,1013.5,117.7,-16,-29.6,-15.4,0,360,118,0,0,0,29,28,24,86,1,42.96244136
2022-01-31 12:23:07,1.106,156.096,32.8,57.8,1013.5,117.7,-16.1,-29.4,-15.7,0,360,118,0,0,0,29,28,24,85,1,41.972441
2022-01-31 12:23:12,0.846,156.279,32.9,57.7,1013.6,117.8,-16.3,-29.6,-15.7,0,360,118,0,0,0,29,28,24,86,1,40.83844172
2022-01-31 12:23:17,0.585,156.463,32.8,58,1013.6,117.8,-16.4,-29.2,-15.9,0,360,118,0,0,0,29,28,24,85,1,41.05444154
2022-01-31 12:23:23,0.325,156.646,32.7,57.2,1013.6,117.9,-16.2,-29.3,-16.4,0,360,118,0,0,0,29,28,24,85,1,41.072441
2022-01-31 12:23:28,0.065,156.829,32.9,57.8,1013.5,117.9,-16.3,-29.3,-16.9,0,360,118,0,0,0,29,27,24,86,1,40.87444172
2022-01-31 12:23:33,-0.196,157.013,32.8,57.5,1013.5,118,-16.1,-29.3,-17.4,0,360,118,0,0,0,29,28,24,86,1,41.43244154
2022-01-31 12:23:38,-0.457,157.196,32.8,57.6,1013.5,118,-16.2,-29.1,-17,0,360,118,0,0,0,29,27,25,85,1,42.476441539999996
2022-01-31 12:23:43,-0.717,157.38,32.9,57.5,1013.6,118,-16.2,-29.1,-16.9,0,360,118,0,0,0,30,28,25,88,1,43.37644154
2022-01-31 12:23:48,-0.978,157.563,32.9,57.7,1013.6,118.1,-16.2,-28.6,-17.4,0,360,118,0,0,0,29,28,24,86,1,43.71844154
2022-01-31 12:23:53,-1.238,157.746,32.9,57.7,1013.5,118.2,-16.4,-28.6,-17.6,0,360,118,0,0,0,30,28,25,87,1,45.17644154
2022-01-31 12:23:58,-1.499,157.93,32.9,57.6,1013.6,118.2,-16.3,-28.6,-18.3,0,360,118,0,0,0,29,28,24,85,1,47.606441
2022-01-31 12:24:04,-1.759,158.113,32.9,57.9,1013.5,118.3,-16.6,-28.8,-18.3,0,360,118,0,0,0,29,28,24,86,1,51.422441
2022-01-31 12:24:09,-2.02,158.297,32.8,57.7,1013.5,118.3,-16.7,-28.8,-18.7,0,360,118,0,0,0,30,28,25,87,1,54.932441
2022-01-31 12:24:14,-2.281,158.481,32.8,57.6,1013.5,118.4,-16.5,-28.7,-19.3,0,360,118,0,0,0,29,28,24,86,1,58.352441
2022-01-31 12:24:19,-2.541,158.665,32.9,57.2,1013.5,118.5,-16.3,-28.7,-19.4,0,360,118,0,0,0,29,28,24,85,1,60.332441
2022-01-31 12:24:24,-2.801,158.848,32.9,57.8,1013.6,118.5,-16.9,-28.5,-18.9,0,360,119,0,0,0,29,27,24,85,1,61.0884428
2022-01-31 12:24:29,-3.061,159.032,32.9,57.7,1013.5,118.6,-16.6,-28.6,-18.9,0,360,119,0,0,0,29,27,24,85,1,60.458441900000004
2022-01-31 12:24:34,-3.321,159.216,32.9,57.8,1013.6,118.7,-16.6,-28.6,-19.2,0,360,119,0,0,0,29,28,25,86,1,60.0264428
2022-01-31 12:24:39,-3.581,159.4,32.8,57.5,1013.5,118.7,-16.6,-28.3,-19.2,0,360,119,0,0,0,29,28,24,86,1,58.802441
2022-01-31 12:24:44,-3.842,159.584,32.8,57.6,1013.5,118.8,-16.5,-28.5,-19.2,0,360,119,0,0,0,29,28,24,87,1,56.7144428
2022-01-31 12:24:50,-4.101,159.768,32.8,57.6,1013.5,118.8,-16.7,-28.7,-19.6,0,360,119,0,0,0,29,28,24,86,1,55.706441
2022-01-31 12:24:55,-4.361,159.953,32.8,57.6,1013.5,118.9,-16.9,-28.2,-20.5,0,360,119,0,0,0,29,28,24,87,1,54.860441
2022-01-31 12:25:00,-4.621,160.137,32.9,57.5,1013.5,119,-16.8,-28.2,-20.2,0,360,119,0,0,0,29,28,24,85,1,54.0144428
2022-01-31 12:25:05,-4.881,160.321,32.8,57.3,1013.5,119,-16.6,-28.1,-19.9,0,360,119,0,0,0,29,28,25,86,1,53.6364428
2022-01-31 12:25:10,-5.141,160.507,32.8,57.5,1013.5,119.1,-16.3,-28.4,-20.2,0,360,119,0,0,0,29,28,25,87,1,53.168441
2022-01-31 12:25:15,-5.401,160.692,32.9,57.6,1013.5,119.1,-16.5,-28.5,-20.2,0,360,119,0,0,0,29,28,24,86,1,53.078441
2022-01-31 12:25:20,-5.66,160.877,32.9,57.8,1013.5,119.2,-16.8,-28.3,-20.2,0,360,119,0,0,0,29,28,24,87,1,52.700441
2022-01-31 12:25:25,-5.92,161.062,32.9,57.4,1013.5,119.2,-16.9,-28.4,-20.6,0,360,119,0,0,0,29,28,24,86,1,51.746441000000004
2022-01-31 12:25:31,-6.179,161.248,32.9,57.6,1013.5,119.3,-16.8,-28.2,-21.3,0,360,119,0,0,0,30,29,25,88,1,50.774440999999996
2022-01-31 12:25:36,-6.439,161.433,32.9,57.7,1013.5,119.4,-17,-28.1,-21.7,0,360,119,0,0,0,29,27,24,85,1,50.162441
2022-01-31 12:25:41,-6.698,161.62,32.9,57.6,1013.5,119.4,-17,-28.3,-21.6,0,360,119,0,0,0,29,28,24,86,1,49.568441
2022-01-31 12:25:46,-6.958,161.806,32.9,57.4,1013.6,119.5,-17,-28.1,-21.9,0,360,120,0,0,0,29,28,24,86,1,49.2264428
2022-01-31 12:25:51,-7.217,161.993,32.9,57.4,1013.5,119.6,-16.6,-27.9,-21.7,0,360,120,0,0,0,29,28,24,86,1,49.6764428
2022-01-31 12:25:56,-7.476,162.179,32.9,57.4,1013.5,119.6,-16.8,-27.8,-22,0,360,120,0,0,0,29,27,24,85,1,49.874441
2022-01-31 12:26:01,-7.735,162.366,32.9,57.5,1013.5,119.7,-16.8,-27.8,-21.8,0,360,120,0,0,0,29,28,24,86,1,52.484441000000004
2022-01-31 12:26:06,-7.994,162.553,32.9,57.5,1013.6,119.7,-17,-27.7,-21.9,0,360,120,0,0,0,29,27,24,84,1,55.238441
2022-01-31 12:26:11,-8.252,162.741,33,57.2,1013.5,119.8,-17.3,-27.7,-22.3,0,360,120,0,0,0,29,27,24,84,1,57.0924428
2022-01-31 12:26:17,-8.511,162.928,32.9,57.3,1013.5,119.9,-17.1,-27.3,-22.7,0,0,120,0,0,0,29,28,24,87,1,60.044441
2022-01-31 12:26:22,-8.77,163.116,33,57.8,1013.6,120,-16.6,-27.2,-22.9,0,360,120,0,0,0,29,28,24,88,1,61.862442800000004
2022-01-31 12:26:27,-9.028,163.304,32.9,57.5,1013.5,120,-16.6,-26.9,-22.6,0,360,120,0,0,0,29,27,24,85,1,62.744442799999995
2022-01-31 12:26:32,-9.286,163.493,32.9,57.7,1013.5,120.1,-16.6,-26.9,-23,0,360,120,0,0,0,30,28,25,87,1,63.0504428
2022-01-31 12:26:37,-9.544,163.682,33,57.5,1013.6,120.2,-16.7,-27,-22.8,0,360,120,0,0,0,29,27,24,85,1,61.700442800000005
2022-01-31 12:26:42,-9.802,163.871,32.9,57.6,1013.6,120.2,-16.6,-27.4,-23.2,0,360,120,0,0,0,29,28,24,86,1,59.216441
2022-01-31 12:26:47,-10.059,164.06,33,57.6,1013.6,120.3,-16.4,-27.4,-23.6,0,360,120,0,0,0,29,27,24,86,1,54.356441
2022-01-31 12:26:52,-10.317,164.25,32.9,57.4,1013.6,120.3,-16.8,-27.1,-23.4,0,360,120,0,0,0,30,28,25,87,1,49.244441
2022-01-31 12:26:57,-10.574,164.44,32.9,57.5,1013.6,120.4,-16.8,-27.2,-23.7,0,360,120,0,0,0,29,28,24,85,1,47.300441
2022-01-31 12:27:03,-10.831,164.63,32.9,57.4,1013.6,120.4,-16.8,-27.4,-23.8,0,360,120,0,0,0,29,28,24,86,1,46.1664419
2022-01-31 12:27:08,-11.089,164.821,32.9,57.6,1013.6,120.5,-16.7,-27.3,-24.3,0,360,120,0,0,0,30,29,25,88,1,45.824441719999996
2022-01-31 12:27:13,-11.346,165.012,32.9,57.5,1013.6,120.5,-16.3,-27.1,-24,0,360,121,0,0,0,30,29,25,88,1,46.9044428
2022-01-31 12:27:18,-11.602,165.203,32.9,57.6,1013.6,120.5,-16.2,-27,-24,0,360,121,0,0,0,29,28,25,87,1,45.572441
2022-01-31 12:27:23,-11.859,165.395,32.9,57.5,1013.6,120.5,-16.5,-27,-23.9,0,360,121,0,0,0,29,27,24,84,1,45.6084419
2022-01-31 12:27:28,-12.116,165.588,33,57.7,1013.5,120.6,-16.6,-26.7,-24.1,0,360,121,0,0,0,29,28,24,85,1,46.5264428
2022-01-31 12:27:33,-12.372,165.78,32.9,57.6,1013.5,120.6,-16.6,-26.3,-24.3,0,360,121,0,0,0,29,27,24,85,1,46.418441
2022-01-31 12:27:38,-12.628,165.973,32.9,57.4,1013.5,120.7,-16.7,-26.5,-24.7,0,360,121,0,0,0,29,28,25,87,1,46.562441
2022-01-31 12:27:44,-12.884,166.167,32.9,57.7,1013.5,120.8,-16.6,-26.5,-25.2,0,360,121,0,0,0,30,29,25,89,1,46.5264428
2022-01-31 12:27:49,-13.14,166.361,33,57.5,1013.5,120.8,-16.7,-26.5,-24.8,0,360,121,0,0,0,30,29,25,88,1,46.328441
2022-01-31 12:27:54,-13.396,166.556,32.9,58.3,1013.5,120.9,-16.8,-26.2,-25.1,0,360,121,0,0,0,29,27,24,85,1,46.23844172
2022-01-31 12:27:59,-13.651,166.751,32.9,57.6,1013.5,120.9,-16.7,-26.3,-25.1,0,360,121,0,0,0,29,28,25,87,1,46.940441
2022-01-31 12:28:04,-13.907,166.946,32.9,57.4,1013.5,121,-16.6,-26.6,-24.9,0,360,121,0,0,0,29,27,24,87,1,49.550441
2022-01-31 12:28:09,-14.162,167.142,33,57.4,1013.5,121,-16.4,-26.7,-24.7,0,360,121,0,0,0,29,28,25,87,1,53.690441
2022-01-31 12:28:14,-14.416,167.338,33,57.5,1013.5,121.1,-16.6,-26.6,-25.1,0,360,121,0,0,0,29,28,24,86,1,56.390441
2022-01-31 12:28:19,-14.671,167.535,32.9,57.6,1013.5,121.1,-16.5,-26.3,-25.5,0,360,121,0,0,0,29,28,25,88,1,59.918441
2022-01-31 12:28:24,-14.925,167.732,32.9,57.5,1013.5,121.1,-16.5,-26.2,-25.6,0,360,121,0,0,0,29,28,24,86,1,61.2504428
2022-01-31 12:28:30,-15.179,167.929,33,57.7,1013.5,121.2,-16.3,-26.1,-26.1,0,360,121,0,0,0,29,28,24,87,1,62.47443919999999
2022-01-31 12:28:35,-15.433,168.128,33,57.3,1013.5,121.2,-16.7,-26,-26.4,0,360,121,0,0,0,29,28,24,87,1,62.330441
2022-01-31 12:28:40,-15.687,168.327,32.9,57.6,1013.6,121.3,-16.7,-25.7,-26.2,0,360,121,0,0,0,29,28,25,87,1,60.890440999999996
2022-01-31 12:28:45,-15.94,168.526,32.9,57.6,1013.5,121.4,-16.7,-25.7,-26.1,0,360,121,0,0,0,29,28,24,86,1,57.038441
2022-01-31 12:28:50,-16.193,168.726,32.9,57.4,1013.5,121.4,-16.5,-25.7,-25.7,0,360,121,0,0,0,29,28,25,87,1,54.5364428
2022-01-31 12:28:55,-16.446,168.927,32.9,57.4,1013.5,121.5,-16.4,-25.6,-26,0,360,121,0,0,0,29,28,24,85,1,53.096441
2022-01-31 12:29:00,-16.699,169.128,32.9,56.7,1013.5,121.5,-16.5,-25.5,-26.2,0,0,122,0,0,0,29,27,24,86,1,51.872441
2022-01-31 12:29:05,-16.952,169.329,33,57.3,1013.5,121.6,-16.3,-25.6,-26.8,0,0,122,0,0,0,29,28,24,86,1,51.800441
2022-01-31 12:29:11,-17.204,169.532,33,57.6,1013.5,121.6,-16.4,-25.3,-27.3,0,360,122,0,0,0,29,28,24,86,1,52.754441
2022-01-31 12:29:16,-17.456,169.735,32.9,57.5,1013.5,121.7,-16.2,-25.2,-27,0,360,122,0,0,0,29,28,24,86,1,50.774440999999996
2022-01-31 12:29:21,-17.708,169.938,33,57.8,1013.5,121.7,-16.1,-25.3,-26.7,0,360,122,0,0,0,29,28,24,85,1,50.216441
2022-01-31 12:29:26,-17.96,170.142,33.1,57.5,1013.5,121.7,-16.3,-25.2,-26.8,0,0,122,0,0,0,29,28,24,86,1,50.756440999999995
2022-01-31 12:29:31,-18.211,170.347,32.9,57.5,1013.5,121.8,-16.2,-25.1,-27.1,0,0,122,0,0,0,30,29,25,88,1,51.404441000000006
2022-01-31 12:29:36,-18.462,170.552,32.9,57.4,1013.5,121.8,-16,-25,-27,0,0,122,0,0,0,30,28,24,88,1,51.6924428
2022-01-31 12:29:41,-18.712,170.758,32.8,57.5,1013.5,121.9,-16.1,-25,-27.2,0,0,122,0,0,0,29,28,24,86,1,52.106441
2022-01-31 12:29:46,-18.962,170.965,32.9,57.4,1013.5,121.9,-16.1,-24.9,-27,0,0,122,0,0,0,29,28,24,86,1,52.268440999999996
2022-01-31 12:29:51,-19.213,171.172,32.9,57.5,1013.5,122,-16.4,-25,-26.9,0,0,122,0,0,0,29,28,24,87,1,52.3584419
2022-01-31 12:29:57,-19.463,171.381,33,57.4,1013.5,122,-16.4,-24.5,-27.4,0,0,122,0,0,0,29,27,24,84,1,52.4484428
2022-01-31 12:30:02,-19.712,171.589,32.9,57.7,1013.5,122.1,-16.2,-24.6,-27.4,0,0,122,0,0,0,29,27,25,85,1,52.430441
2022-01-31 12:30:07,-19.961,171.798,32.9,57.5,1013.5,122.1,-16.2,-24.8,-27.5,0,0,122,0,0,0,29,28,24,85,1,52.268440999999996
2022-01-31 12:30:12,-20.209,172.008,32.9,57.4,1013.5,122.2,-16.1,-24.7,-27.5,0,0,122,0,0,0,29,28,24,86,1,50.360441
2022-01-31 12:30:17,-20.458,172.219,33,57.6,1013.5,122.2,-15.8,-24.7,-27.2,0,0,122,0,0,0,29,27,24,84,1,48.632441
2022-01-31 12:30:22,-20.706,172.43,33,57.4,1013.5,122.2,-16,-24.5,-27.6,0,0,122,0,0,0,29,27,24,84,1,47.2824428
2022-01-31 12:30:27,-20.954,172.643,33,57.4,1013.5,122.3,-15.9,-24.4,-27.8,0,0,122,0,0,0,29,28,24,86,1,47.6424428
2022-01-31 12:30:32,-21.201,172.856,32.9,57.3,1013.5,122.3,-15.8,-24.2,-27.8,0,0,122,0,0,0,29,28,24,86,1,48.200441
2022-01-31 12:30:37,-21.448,173.07,33.1,57,1013.5,122.3,-16,-24,-28.1,0,0,122,0,0,0,29,27,24,84,1,48.056441
2022-01-31 12:30:43,-21.695,173.284,33,57.2,1013.5,122.4,-16,-24.1,-28.4,0,0,122,0,0,0,29,28,24,85,1,47.3544428
2022-01-31 12:30:48,-21.942,173.5,33,57.5,1013.5,122.4,-15.7,-23.9,-28.7,0,0,122,0,0,0,29,27,24,85,1,46.20244172
2022-01-31 12:30:53,-22.188,173.716,33.1,57.4,1013.5,122.5,-15.6,-23.7,-28.8,0,0,122,0,0,0,29,28,24,85,1,44.672441
2022-01-31 12:30:58,-22.434,173.934,33,57.5,1013.5,122.5,-15.8,-23.5,-29.1,0,0,123,0,0,0,29,28,24,86,1,44.09644172
2022-01-31 12:31:03,-22.679,174.151,33.1,57.4,1013.5,122.6,-15.5,-23.6,-28.9,0,0,123,0,0,0,30,28,25,88,1,43.79044154
2022-01-31 12:31:08,-22.925,174.371,33,57.4,1013.5,122.6,-15.4,-23.7,-28.9,0,0,123,0,0,0,29,27,25,84,1,43.37644154
2022-01-31 12:31:13,-23.17,174.591,32.9,57.3,1013.5,122.6,-15.5,-23.6,-29,0,360,123,0,0,0,29,28,25,85,1,43.052441720000004
2022-01-31 12:31:18,-23.414,174.811,33,57.5,1013.5,122.7,-15.8,-23.2,-28.8,0,360,123,0,0,0,29,28,24,86,1,43.30444154
2022-01-31 12:31:24,-23.657,175.032,33,57.6,1013.5,122.7,-15.8,-23.2,-29.5,0,0,123,0,0,0,30,28,25,87,1,43.26844154
2022-01-31 12:31:29,-23.901,175.254,33,57.6,1013.5,122.8,-15.7,-23.4,-29,0,0,123,0,0,0,29,28,24,85,1,42.692441
2022-01-31 12:31:34,-24.144,175.478,33,57.5,1013.5,122.8,-15.4,-23.2,-28.8,0,0,123,0,0,0,29,27,24,85,1,42.22444172
2022-01-31 12:31:39,-24.387,175.702,33.1,57.5,1013.5,122.8,-14.9,-23,-29.2,0,0,123,0,0,0,29,28,24,86,1,42.18844172
2022-01-31 12:31:44,-24.629,175.927,33,57.3,1013.6,122.9,-15,-23.1,-29.2,0,360,123,0,0,0,29,27,24,85,1,41.95444154
2022-01-31 12:31:49,-24.871,176.153,33.1,57.3,1013.6,122.8,-14.7,-23.2,-29.2,0,360,123,0,0,0,30,29,25,88,1,41.486441
2022-01-31 12:31:54,-25.112,176.38,33.1,57.7,1013.6,122.8,-15,-23,-29.3,0,0,123,0,0,0,29,28,24,85,1,41.270441
2022-01-31 12:31:59,-25.354,176.608,33,57.3,1013.5,122.8,-14.8,-22.7,-29.5,0,0,123,0,0,0,29,27,24,84,1,40.964441
2022-01-31 12:32:04,-25.594,176.837,33.1,58.3,1013.5,122.9,-14.7,-22.6,-29.9,0,0,123,0,0,0,29,28,24,86,1,40.802441720000004
2022-01-31 12:32:10,-25.834,177.067,32.9,57.3,1013.5,122.9,-15,-22.6,-29.7,0,0,123,0,0,0,29,28,24,86,1,41.036440999999996
2022-01-31 12:32:15,-26.074,177.298,33,57.5,1013.5,122.9,-14.9,-22.8,-29.7,0,0,123,0,0,0,30,28,25,88,1,42.134441
2022-01-31 12:32:20,-26.313,177.53,32.9,57.4,1013.5,122.9,-14.6,-22.7,-29.9,0,0,123,0,0,0,29,28,24,86,1,43.196441719999996
2022-01-31 12:32:25,-26.552,177.763,33,57.2,1013.5,122.9,-14.6,-22.5,-30.1,0,0,123,0,0,0,29,27,24,87,1,44.528441
2022-01-31 12:32:30,-26.79,177.997,33,57.5,1013.5,122.9,-14.5,-22.2,-30.1,0,0,123,0,0,0,29,28,24,85,1,45.03244154
2022-01-31 12:32:35,-27.028,178.232,33.1,57.6,1013.6,122.9,-14.6,-22.2,-30.4,0,0,123,0,0,0,29,27,24,85,1,44.92444172
2022-01-31 12:32:40,-27.265,178.468,33.1,57.4,1013.6,122.9,-14.4,-21.9,-30,0,0,123,0,0,0,29,28,24,85,1,45.014441
2022-01-31 12:32:45,-27.502,178.705,33.1,57.2,1013.6,123,-14.4,-21.6,-29.7,0,0,123,0,0,0,29,28,24,85,1,44.47444172
2022-01-31 12:32:51,-27.738,178.943,33,57.2,1013.6,123,-14.3,-21.5,-29.6,0,0,123,0,0,0,30,29,25,88,1,44.042441
2022-01-31 12:32:56,-27.974,179.183,33.1,57.5,1013.6,123,-14.3,-21.5,-30.1,0,0,123,0,0,0,29,28,25,87,1,43.934441
2022-01-31 12:33:01,-28.21,179.423,33.1,57.5,1013.5,123,-14.2,-21.2,-30.1,0,0,123,0,0,0,29,28,24,85,1,43.322441
2022-01-31 12:33:06,-28.445,179.665,33,57.4,1013.5,123.1,-14,-21.5,-30,0,0,123,0,0,0,30,29,25,88,1,43.08844172
2022-01-31 12:33:11,-28.679,179.908,33.1,57.1,1013.5,123.1,-14,-21.3,-30.1,0,0,123,0,0,0,29,27,25,84,1,42.872440999999995
