year,mouth,day,hour,Temp-CÂ°,location,lat,lon,asl
2017,11,16,100,-0.51975465,Basilea,47.75361,7.50361,364014
2017,11,16,200,-0.51975465,Basilea,47.75362,7.50362,364015
2017,11,16,300,-0.2697546,Basilea,47.75363,7.50363,364016
2017,11,16,400,1.2202454,Basilea,47.75364,7.50364,364017
2017,11,16,500,1.0002453,Basilea,47.75365,7.50365,364018
2017,11,16,600,-0.03975457,Basilea,47.75366,7.50366,364019
2017,11,16,700,-0.08975458,Basilea,47.75367,7.50367,364020
2017,11,16,800,1.0502454,Basilea,47.75368,7.50368,364021
2017,11,16,900,1.6302454,Basilea,47.75369,7.50369,364022
2017,11,16,1000,1.9502454,Basilea,47.75370,7.50370,364023
2017,11,16,1100,2.3602452,Basilea,47.75371,7.50371,364024
2017,11,16,1200,2.7402453,Basilea,47.75372,7.50372,364025
2017,11,16,1300,3.1302452,Basilea,47.75373,7.50373,364026
2017,11,16,1400,3.1402454,Basilea,47.75374,7.50374,364027
2017,11,16,1500,3.0902452,Basilea,47.75375,7.50375,364028
2017,11,16,1600,2.5002456,Basilea,47.75376,7.50376,364029
2017,11,16,1700,3.0402455,Basilea,47.75377,7.50377,364030
2017,11,16,1800,2.5702453,Basilea,47.75378,7.50378,364031
2017,11,16,1900,1.8602453,Basilea,47.75379,7.50379,364032
2017,11,16,2000,1.4502454,Basilea,47.75380,7.50380,364033
2017,11,16,2100,1.4502454,Basilea,47.75381,7.50381,364034
2017,11,16,2200,0.5702454,Basilea,47.75382,7.50382,364035
2017,11,16,2300,0.17024541,Basilea,47.75383,7.50383,364036
2017,11,17,0,-0.019754589,Basilea,47.75384,7.50384,364037
2017,11,17,100,-0.40975457,Basilea,47.75385,7.50385,364038
2017,11,17,200,-0.07975459,Basilea,47.75386,7.50386,364039
2017,11,17,300,0.3902454,Basilea,47.75387,7.50387,364040
2017,11,17,400,0.6102454,Basilea,47.75388,7.50388,364041
2017,11,17,500,0.8302454,Basilea,47.75389,7.50389,364042
2017,11,17,600,0.7602454,Basilea,47.75390,7.50390,364043
2017,11,17,700,1.2102454,Basilea,47.75391,7.50391,364044
2017,11,17,800,1.9002454,Basilea,47.75392,7.50392,364045
2017,11,17,900,2.7502456,Basilea,47.75393,7.50393,364046
2017,11,17,1000,3.8402452,Basilea,47.75394,7.50394,364047
2017,11,17,1100,5.0902452,Basilea,47.75395,7.50395,364048
2017,11,17,1200,5.900245,Basilea,47.75396,7.50396,364049
2017,11,17,1300,6.420245,Basilea,47.75397,7.50397,364050
2017,11,17,1400,6.730245,Basilea,47.75398,7.50398,364051
2017,11,17,1500,6.5802455,Basilea,47.75399,7.50399,364052
2017,11,17,1600,5.6402454,Basilea,47.75400,7.50400,364053
2017,11,17,1700,5.2002454,Basilea,47.75401,7.50401,364054
2017,11,17,1800,5.190245,Basilea,47.75402,7.50402,364055
2017,11,17,1900,5.380245,Basilea,47.75403,7.50403,364056
2017,11,17,2000,4.6802454,Basilea,47.75404,7.50404,364057
2017,11,17,2100,4.9302454,Basilea,47.75405,7.50405,364058
2017,11,17,2200,6.1002455,Basilea,47.75406,7.50406,364059
2017,11,17,2300,6.110245,Basilea,47.75407,7.50407,364060
2017,11,18,0,6.020245,Basilea,47.75408,7.50408,364061
2017,11,18,100,6.2402453,Basilea,47.75409,7.50409,364062
2017,11,18,200,6.020245,Basilea,47.75410,7.50410,364063
2017,11,18,300,5.8502455,Basilea,47.75411,7.50411,364064
2017,11,18,400,5.7802453,Basilea,47.75412,7.50412,364065
2017,11,18,500,5.5102453,Basilea,47.75413,7.50413,364066
2017,11,18,600,5.4502454,Basilea,47.75414,7.50414,364067
2017,11,18,700,5.190245,Basilea,47.75415,7.50415,364068
2017,11,18,800,5.170245,Basilea,47.75416,7.50416,364069
2017,11,18,900,5.210245,Basilea,47.75417,7.50417,364070
2017,11,18,1000,5.7402453,Basilea,47.75418,7.50418,364071
2017,11,18,1100,6.0802455,Basilea,47.75419,7.50419,364072
2017,11,18,1200,6.3902454,Basilea,47.75420,7.50420,364073
2017,11,18,1300,6.460245,Basilea,47.75421,7.50421,364074
2017,11,18,1400,6.3902454,Basilea,47.75422,7.50422,364075
2017,11,18,1500,6.2002454,Basilea,47.75423,7.50423,364076
2017,11,18,1600,5.8702455,Basilea,47.75424,7.50424,364077
2017,11,18,1700,5.520245,Basilea,47.75425,7.50425,364078
2017,11,18,1800,4.8102455,Basilea,47.75426,7.50426,364079
2017,11,18,1900,4.4402456,Basilea,47.75427,7.50427,364080
2017,11,18,2000,4.0102453,Basilea,47.75428,7.50428,364081
2017,11,18,2100,4.380245,Basilea,47.75429,7.50429,364082
2017,11,18,2200,4.5802455,Basilea,47.75430,7.50430,364083
2017,11,18,2300,4.610245,Basilea,47.75431,7.50431,364084
2017,11,19,0,4.380245,Basilea,47.75432,7.50432,364085
2017,11,19,100,3.5202456,Basilea,47.75433,7.50433,364086
2017,11,19,200,3.1102452,Basilea,47.75434,7.50434,364087
2017,11,19,300,2.8602452,Basilea,47.75435,7.50435,364088
2017,11,19,400,3.0602455,Basilea,47.75436,7.50436,364089
2017,11,19,500,3.0002456,Basilea,47.75437,7.50437,364090
2017,11,19,600,3.3502455,Basilea,47.75438,7.50438,364091
2017,11,19,700,3.9302454,Basilea,47.75439,7.50439,364092
2017,11,19,800,4.5202456,Basilea,47.75440,7.50440,364093
2017,11,19,900,5.3502455,Basilea,47.75441,7.50441,364094
2017,11,19,1000,5.6202455,Basilea,47.75442,7.50442,364095
2017,11,19,1100,6.5102453,Basilea,47.75443,7.50443,364096
2017,11,19,1200,6.610245,Basilea,47.75444,7.50444,364097
2017,11,19,1300,7.000245,Basilea,47.75445,7.50445,364098
2017,11,19,1400,6.9302454,Basilea,47.75446,7.50446,364099
2017,11,19,1500,6.440245,Basilea,47.75447,7.50447,364100
2017,11,19,1600,4.6202455,Basilea,47.75448,7.50448,364101
2017,11,19,1700,3.8102455,Basilea,47.75449,7.50449,364102
2017,11,19,1800,3.2202454,Basilea,47.75450,7.50450,364103
2017,11,19,1900,2.8002453,Basilea,47.75451,7.50451,364104
2017,11,19,2000,2.7902455,Basilea,47.75452,7.50452,364105
2017,11,19,2100,3.1402454,Basilea,47.75453,7.50453,364106
2017,11,19,2200,1.3802454,Basilea,47.75454,7.50454,364107
2017,11,19,2300,1.1102455,Basilea,47.75455,7.50455,364108
2017,11,20,0,0.6202454,Basilea,47.75456,7.50456,364109
2017,11,20,100,-0.04975462,Basilea,47.75457,7.50457,364110
2017,11,20,200,-0.52975464,Basilea,47.75458,7.50458,364111
2017,11,20,300,-0.4397546,Basilea,47.75459,7.50459,364112
2017,11,20,400,-0.41975462,Basilea,47.75460,7.50460,364113
2017,11,20,500,-0.5497546,Basilea,47.75461,7.50461,364114
2017,11,20,600,-0.5897546,Basilea,47.75462,7.50462,364115
2017,11,20,700,-0.029754579,Basilea,47.75463,7.50463,364116
2017,11,20,800,0.8202454,Basilea,47.75464,7.50464,364117
2017,11,20,900,1.9902455,Basilea,47.75465,7.50465,364118
2017,11,20,1000,3.3902454,Basilea,47.75466,7.50466,364119
2017,11,20,1100,4.3302455,Basilea,47.75467,7.50467,364120
2017,11,20,1200,4.9702454,Basilea,47.75468,7.50468,364121
2017,11,20,1300,5.6202455,Basilea,47.75469,7.50469,364122
2017,11,20,1400,5.9102454,Basilea,47.75470,7.50470,364123
2017,11,20,1500,5.750245,Basilea,47.75471,7.50471,364124
2017,11,20,1600,5.130245,Basilea,47.75472,7.50472,364125
2017,11,20,1700,5.0702453,Basilea,47.75473,7.50473,364126
2017,11,20,1800,5.020245,Basilea,47.75474,7.50474,364127
2017,11,20,1900,4.630245,Basilea,47.75475,7.50475,364128
2017,11,20,2000,4.5502453,Basilea,47.75476,7.50476,364129
2017,11,20,2100,4.860245,Basilea,47.75477,7.50477,364130
2017,11,20,2200,5.8002453,Basilea,47.75478,7.50478,364131
2017,11,20,2300,5.8702455,Basilea,47.75479,7.50479,364132
2017,11,21,0,5.9102454,Basilea,47.75480,7.50480,364133
2017,11,21,100,5.7002454,Basilea,47.75481,7.50481,364134
2017,11,21,200,6.170245,Basilea,47.75482,7.50482,364135
2017,11,21,300,6.5502453,Basilea,47.75483,7.50483,364136
2017,11,21,400,6.230245,Basilea,47.75484,7.50484,364137
2017,11,21,500,5.860245,Basilea,47.75485,7.50485,364138
2017,11,21,600,5.900245,Basilea,47.75486,7.50486,364139
2017,11,21,700,6.0502453,Basilea,47.75487,7.50487,364140
2017,11,21,800,6.3202453,Basilea,47.75488,7.50488,364141
2017,11,21,900,7.2002454,Basilea,47.75489,7.50489,364142
2017,11,21,1000,8.390245,Basilea,47.75490,7.50490,364143
2017,11,21,1100,9.600245,Basilea,47.75491,7.50491,364144
2017,11,21,1200,10.920245,Basilea,47.75492,7.50492,364145
2017,11,21,1300,11.840245,Basilea,47.75493,7.50493,364146
2017,11,21,1400,12.180245,Basilea,47.75494,7.50494,364147
2017,11,21,1500,11.010245,Basilea,47.75495,7.50495,364148
2017,11,21,1600,8.820246,Basilea,47.75496,7.50496,364149
2017,11,21,1700,7.8102455,Basilea,47.75497,7.50497,364150
2017,11,21,1800,7.250245,Basilea,47.75498,7.50498,364151
2017,11,21,1900,6.4902453,Basilea,47.75499,7.50499,364152
2017,11,21,2000,5.5702453,Basilea,47.75500,7.50500,364153
2017,11,21,2100,5.0702453,Basilea,47.75501,7.50501,364154
2017,11,21,2200,5.0302453,Basilea,47.75502,7.50502,364155
2017,11,21,2300,4.7002454,Basilea,47.75503,7.50503,364156
2017,11,22,0,4.4102454,Basilea,47.75504,7.50504,364157
2017,11,22,100,4.4302454,Basilea,47.75505,7.50505,364158
2017,11,22,200,4.0002456,Basilea,47.75506,7.50506,364159
2017,11,22,300,3.6902456,Basilea,47.75507,7.50507,364160
2017,11,22,400,3.6902456,Basilea,47.75508,7.50508,364161
2017,11,22,500,3.3502455,Basilea,47.75509,7.50509,364162
2017,11,22,600,3.3102455,Basilea,47.75510,7.50510,364163
2017,11,22,700,3.0602455,Basilea,47.75511,7.50511,364164
2017,11,22,800,3.8702455,Basilea,47.75512,7.50512,364165
2017,11,22,900,6.8202453,Basilea,47.75513,7.50513,364166
2017,11,22,1000,9.3102455,Basilea,47.75514,7.50514,364167
2017,11,22,1100,11.830245,Basilea,47.75515,7.50515,364168
2017,11,22,1200,13.550245,Basilea,47.75516,7.50516,364169
2017,11,22,1300,14.520246,Basilea,47.75517,7.50517,364170
2017,11,22,1400,14.610246,Basilea,47.75518,7.50518,364171
2017,11,22,1500,12.040245,Basilea,47.75519,7.50519,364172
2017,11,22,1600,7.520245,Basilea,47.75520,7.50520,364173
2017,11,22,1700,6.610245,Basilea,47.75521,7.50521,364174
2017,11,22,1800,5.940245,Basilea,47.75522,7.50522,364175
2017,11,22,1900,5.1202455,Basilea,47.75523,7.50523,364176
2017,11,22,2000,4.6202455,Basilea,47.75524,7.50524,364177
2017,11,22,2100,3.9002452,Basilea,47.75525,7.50525,364178
2017,11,22,2200,3.9002452,Basilea,47.75526,7.50526,364179
2017,11,22,2300,3.4902453,Basilea,47.75527,7.50527,364180
2017,11,23,0,3.4202452,Basilea,47.75528,7.50528,364181
2017,11,23,100,3.0802455,Basilea,47.75529,7.50529,364182
2017,11,23,200,3.5002456,Basilea,47.75530,7.50530,364183
2017,11,23,300,3.8602452,Basilea,47.75531,7.50531,364184
2017,11,23,400,3.9402456,Basilea,47.75532,7.50532,364185
2017,11,23,500,4.1902456,Basilea,47.75533,7.50533,364186
2017,11,23,600,4.7002454,Basilea,47.75534,7.50534,364187
2017,11,23,700,4.7802453,Basilea,47.75535,7.50535,364188
2017,11,23,800,6.130245,Basilea,47.75536,7.50536,364189
2017,11,23,900,9.150246,Basilea,47.75537,7.50537,364190
2017,11,23,1000,11.110246,Basilea,47.75538,7.50538,364191
2017,11,23,1100,13.230246,Basilea,47.75539,7.50539,364192
2017,11,23,1200,14.720245,Basilea,47.75540,7.50540,364193
2017,11,23,1300,15.410245,Basilea,47.75541,7.50541,364194
2017,11,23,1400,15.510245,Basilea,47.75542,7.50542,364195
2017,11,23,1500,15.120245,Basilea,47.75543,7.50543,364196
2017,11,23,1600,13.3102455,Basilea,47.75544,7.50544,364197
2017,11,23,1700,12.620245,Basilea,47.75545,7.50545,364198
2017,11,23,1800,11.760245,Basilea,47.75546,7.50546,364199
2017,11,23,1900,11.040245,Basilea,47.75547,7.50547,364200
2017,11,23,2000,10.480246,Basilea,47.75548,7.50548,364201
2017,11,23,2100,9.590245,Basilea,47.75549,7.50549,364202
2017,11,23,2200,9.580245,Basilea,47.75550,7.50550,364203
2017,11,23,2300,9.880245,Basilea,47.75551,7.50551,364204
2017,11,24,0,10.030245,Basilea,47.75552,7.50552,364205
2017,11,24,100,10.020246,Basilea,47.75553,7.50553,364206
2017,11,24,200,9.320246,Basilea,47.75554,7.50554,364207
2017,11,24,300,8.720245,Basilea,47.75555,7.50555,364208
2017,11,24,400,8.400246,Basilea,47.75556,7.50556,364209
2017,11,24,500,7.9502454,Basilea,47.75557,7.50557,364210
2017,11,24,600,7.6202455,Basilea,47.75558,7.50558,364211
2017,11,24,700,7.8402452,Basilea,47.75559,7.50559,364212
2017,11,24,800,8.780245,Basilea,47.75560,7.50560,364213
2017,11,24,900,11.150246,Basilea,47.75561,7.50561,364214
2017,11,24,1000,12.940246,Basilea,47.75562,7.50562,364215
2017,11,24,1100,14.670245,Basilea,47.75563,7.50563,364216
2017,11,24,1200,15.490245,Basilea,47.75564,7.50564,364217
2017,11,24,1300,14.990245,Basilea,47.75565,7.50565,364218
2017,11,24,1400,14.050245,Basilea,47.75566,7.50566,364219
2017,11,24,1500,13.860246,Basilea,47.75567,7.50567,364220
2017,11,24,1600,13.070246,Basilea,47.75568,7.50568,364221
2017,11,24,1700,13.300245,Basilea,47.75569,7.50569,364222
2017,11,24,1800,12.020246,Basilea,47.75570,7.50570,364223
2017,11,24,1900,11.960245,Basilea,47.75571,7.50571,364224
2017,11,24,2000,12.090245,Basilea,47.75572,7.50572,364225
2017,11,24,2100,11.690246,Basilea,47.75573,7.50573,364226
2017,11,24,2200,11.100245,Basilea,47.75574,7.50574,364227
2017,11,24,2300,10.790245,Basilea,47.75575,7.50575,364228
2017,11,25,0,10.680245,Basilea,47.75576,7.50576,364229
2017,11,25,100,10.390245,Basilea,47.75577,7.50577,364230
2017,11,25,200,10.280245,Basilea,47.75578,7.50578,364231
2017,11,25,300,10.210245,Basilea,47.75579,7.50579,364232
2017,11,25,400,10.130245,Basilea,47.75580,7.50580,364233
2017,11,25,500,9.340245,Basilea,47.75581,7.50581,364234
2017,11,25,600,9.150246,Basilea,47.75582,7.50582,364235
2017,11,25,700,8.550245,Basilea,47.75583,7.50583,364236
2017,11,25,800,7.130245,Basilea,47.75584,7.50584,364237
2017,11,25,900,6.3702455,Basilea,47.75585,7.50585,364238
2017,11,25,1000,6.5302453,Basilea,47.75586,7.50586,364239
2017,11,25,1100,6.650245,Basilea,47.75587,7.50587,364240
2017,11,25,1200,6.9502454,Basilea,47.75588,7.50588,364241
2017,11,25,1300,6.9102454,Basilea,47.75589,7.50589,364242
2017,11,25,1400,7.0802455,Basilea,47.75590,7.50590,364243
2017,11,25,1500,7.0802455,Basilea,47.75591,7.50591,364244
2017,11,25,1600,6.400245,Basilea,47.75592,7.50592,364245
2017,11,25,1700,5.9302454,Basilea,47.75593,7.50593,364246
2017,11,25,1800,5.540245,Basilea,47.75594,7.50594,364247
2017,11,25,1900,5.3202453,Basilea,47.75595,7.50595,364248
2017,11,25,2000,4.4802456,Basilea,47.75596,7.50596,364249
2017,11,25,2100,4.0102453,Basilea,47.75597,7.50597,364250
2017,11,25,2200,3.6702452,Basilea,47.75598,7.50598,364251
2017,11,25,2300,3.3102455,Basilea,47.75599,7.50599,364252
2017,11,26,0,3.2902455,Basilea,47.75600,7.50600,364253
2017,11,26,100,2.7502456,Basilea,47.75601,7.50601,364254
2017,11,26,200,2.9202452,Basilea,47.75602,7.50602,364255
2017,11,26,300,2.7302456,Basilea,47.75603,7.50603,364256
2017,11,26,400,2.5102453,Basilea,47.75604,7.50604,364257
2017,11,26,500,2.6402454,Basilea,47.75605,7.50605,364258
2017,11,26,600,2.5102453,Basilea,47.75606,7.50606,364259
2017,11,26,700,2.7402453,Basilea,47.75607,7.50607,364260
2017,11,26,800,2.7602453,Basilea,47.75608,7.50608,364261
2017,11,26,900,3.0602455,Basilea,47.75609,7.50609,364262
2017,11,26,1000,3.4802456,Basilea,47.75610,7.50610,364263
2017,11,26,1100,3.8002453,Basilea,47.75611,7.50611,364264
2017,11,26,1200,4.1402454,Basilea,47.75612,7.50612,364265
2017,11,26,1300,4.1002455,Basilea,47.75613,7.50613,364266
2017,11,26,1400,3.8602452,Basilea,47.75614,7.50614,364267
2017,11,26,1500,3.5702453,Basilea,47.75615,7.50615,364268
2017,11,26,1600,3.3502455,Basilea,47.75616,7.50616,364269
2017,11,26,1700,3.1802454,Basilea,47.75617,7.50617,364270
2017,11,26,1800,2.9002452,Basilea,47.75618,7.50618,364271
2017,11,26,1900,2.8302455,Basilea,47.75619,7.50619,364272
2017,11,26,2000,2.6402454,Basilea,47.75620,7.50620,364273
2017,11,26,2100,2.4702454,Basilea,47.75621,7.50621,364274
2017,11,26,2200,2.5502453,Basilea,47.75622,7.50622,364275
2017,11,26,2300,2.6102452,Basilea,47.75623,7.50623,364276
2017,11,27,0,2.7502456,Basilea,47.75624,7.50624,364277
2017,11,27,100,2.5402455,Basilea,47.75625,7.50625,364278
2017,11,27,200,2.7802453,Basilea,47.75626,7.50626,364279
2017,11,27,300,2.9802456,Basilea,47.75627,7.50627,364280
2017,11,27,400,3.0702453,Basilea,47.75628,7.50628,364281
2017,11,27,500,2.8902454,Basilea,47.75629,7.50629,364282
2017,11,27,600,2.9902453,Basilea,47.75630,7.50630,364283
2017,11,27,700,3.0602455,Basilea,47.75631,7.50631,364284
2017,11,27,800,3.4202452,Basilea,47.75632,7.50632,364285
2017,11,27,900,4.2402453,Basilea,47.75633,7.50633,364286
2017,11,27,1000,5.130245,Basilea,47.75634,7.50634,364287
2017,11,27,1100,5.8402452,Basilea,47.75635,7.50635,364288
2017,11,27,1200,6.5702453,Basilea,47.75636,7.50636,364289
2017,11,27,1300,6.900245,Basilea,47.75637,7.50637,364290
2017,11,27,1400,6.750245,Basilea,47.75638,7.50638,364291
2017,11,27,1500,6.480245,Basilea,47.75639,7.50639,364292
2017,11,27,1600,6.170245,Basilea,47.75640,7.50640,364293
2017,11,27,1700,6.040245,Basilea,47.75641,7.50641,364294
2017,11,27,1800,6.000245,Basilea,47.75642,7.50642,364295
2017,11,27,1900,5.9702454,Basilea,47.75643,7.50643,364296
2017,11,27,2000,5.900245,Basilea,47.75644,7.50644,364297
2017,11,27,2100,5.8302455,Basilea,47.75645,7.50645,364298
2017,11,27,2200,5.880245,Basilea,47.75646,7.50646,364299
2017,11,27,2300,5.960245,Basilea,47.75647,7.50647,364300
2017,11,28,0,5.7802453,Basilea,47.75648,7.50648,364301
2017,11,28,100,5.710245,Basilea,47.75649,7.50649,364302
2017,11,28,200,5.6402454,Basilea,47.75650,7.50650,364303
2017,11,28,300,5.650245,Basilea,47.75651,7.50651,364304
2017,11,28,400,5.6202455,Basilea,47.75652,7.50652,364305
2017,11,28,500,5.6002455,Basilea,47.75653,7.50653,364306
2017,11,28,600,5.6202455,Basilea,47.75654,7.50654,364307
2017,11,28,700,5.6202455,Basilea,47.75655,7.50655,364308
2017,11,28,800,5.440245,Basilea,47.75656,7.50656,364309
2017,11,28,900,5.0102453,Basilea,47.75657,7.50657,364310
2017,11,28,1000,5.020245,Basilea,47.75658,7.50658,364311
2017,11,28,1100,4.8902454,Basilea,47.75659,7.50659,364312
2017,11,28,1200,4.8902454,Basilea,47.75660,7.50660,364313
2017,11,28,1300,4.9102454,Basilea,47.75661,7.50661,364314
2017,11,28,1400,4.8702455,Basilea,47.75662,7.50662,364315
2017,11,28,1500,4.750245,Basilea,47.75663,7.50663,364316
2017,11,28,1600,4.5602455,Basilea,47.75664,7.50664,364317
2017,11,28,1700,4.2802453,Basilea,47.75665,7.50665,364318
2017,11,28,1800,4.0102453,Basilea,47.75666,7.50666,364319
2017,11,28,1900,3.8802452,Basilea,47.75667,7.50667,364320
2017,11,28,2000,3.7202454,Basilea,47.75668,7.50668,364321
2017,11,28,2100,3.6702452,Basilea,47.75669,7.50669,364322
2017,11,28,2200,3.3202453,Basilea,47.75670,7.50670,364323
2017,11,28,2300,3.3802452,Basilea,47.75671,7.50671,364324
2017,11,29,0,3.2002454,Basilea,47.75672,7.50672,364325
2017,11,29,100,3.1002455,Basilea,47.75673,7.50673,364326
2017,11,29,200,3.0002456,Basilea,47.75674,7.50674,364327
2017,11,29,300,2.7602453,Basilea,47.75675,7.50675,364328
2017,11,29,400,2.9102454,Basilea,47.75676,7.50676,364329
2017,11,29,500,3.0102453,Basilea,47.75677,7.50677,364330
2017,11,29,600,3.3102455,Basilea,47.75678,7.50678,364331
2017,11,29,700,3.4002452,Basilea,47.75679,7.50679,364332
2017,11,29,800,3.4702454,Basilea,47.75680,7.50680,364333
2017,11,29,900,3.4802456,Basilea,47.75681,7.50681,364334
2017,11,29,1000,4.2402453,Basilea,47.75682,7.50682,364335
2017,11,29,1100,4.6802454,Basilea,47.75683,7.50683,364336
2017,11,29,1200,5.130245,Basilea,47.75684,7.50684,364337
2017,11,29,1300,5.2002454,Basilea,47.75685,7.50685,364338
2017,11,29,1400,4.630245,Basilea,47.75686,7.50686,364339
2017,11,29,1500,4.1002455,Basilea,47.75687,7.50687,364340
2017,11,29,1600,3.3502455,Basilea,47.75688,7.50688,364341
2017,11,29,1700,2.8602452,Basilea,47.75689,7.50689,364342
2017,11,29,1800,2.3302455,Basilea,47.75690,7.50690,364343
2017,11,29,1900,1.8002454,Basilea,47.75691,7.50691,364344
2017,11,29,2000,1.4702454,Basilea,47.75692,7.50692,364345
2017,11,29,2100,1.1602454,Basilea,47.75693,7.50693,364346
2017,11,29,2200,0.6602454,Basilea,47.75694,7.50694,364347
2017,11,29,2300,0.7302454,Basilea,47.75695,7.50695,364348
2017,11,30,0,1.1802454,Basilea,47.75696,7.50696,364349
2017,11,30,100,1.5902454,Basilea,47.75697,7.50697,364350
2017,11,30,200,1.9802454,Basilea,47.75698,7.50698,364351
2017,11,30,300,2.2602453,Basilea,47.75699,7.50699,364352
2017,11,30,400,2.1102452,Basilea,47.75700,7.50700,364353
2017,11,30,500,2.1502454,Basilea,47.75701,7.50701,364354
2017,11,30,600,2.1602454,Basilea,47.75702,7.50702,364355
2017,11,30,700,2.0702453,Basilea,47.75703,7.50703,364356
2017,11,30,800,2.2202454,Basilea,47.75704,7.50704,364357
2017,11,30,900,2.4002454,Basilea,47.75705,7.50705,364358
2017,11,30,1000,2.7802453,Basilea,47.75706,7.50706,364359
2017,11,30,1100,3.2102456,Basilea,47.75707,7.50707,364360
2017,11,30,1200,3.3802452,Basilea,47.75708,7.50708,364361
2017,11,30,1300,3.5102453,Basilea,47.75709,7.50709,364362
2017,11,30,1400,3.5102453,Basilea,47.75710,7.50710,364363
2017,11,30,1500,2.9602456,Basilea,47.75711,7.50711,364364
2017,11,30,1600,2.3702455,Basilea,47.75712,7.50712,364365
2017,11,30,1700,1.6602454,Basilea,47.75713,7.50713,364366
2017,11,30,1800,1.7102454,Basilea,47.75714,7.50714,364367
2017,11,30,1900,1.4802454,Basilea,47.75715,7.50715,364368
2017,11,30,2000,1.4702454,Basilea,47.75716,7.50716,364369
2017,11,30,2100,1.5002453,Basilea,47.75717,7.50717,364370
2017,11,30,2200,1.4802454,Basilea,47.75718,7.50718,364371
2017,11,30,2300,1.1902454,Basilea,47.75719,7.50719,364372